ISIN	Currency	Total Buy Count	Total Sell Count	Total Buy Quantity	Total Sell Quantity	Weighted Average Buy Price	Weighted Average Sell Price	Max Buy Price	Min Sell Price
"FR0000124141"	"EUR"	0	0	0	0	0	0	0	0
"FR0000125486"	"EUR"	0	0	0	0	0	0	0	0
"ES0143416115"	"EUR"	0	23	0	138	0	1970000	0	0
"FR0000127771"	"EUR"	0	0	0	0	0	0	0	0
"GB00BH4HKS39"	"GBX"	1766	1920	4311111	4404109	12743639	13095694	13024000	0
"DE0007664039"	"EUR"	183	0	78009	0	12360371	0	12500000	0
"SE0000115446"	"SEK"	0	0	0	0	0	0	0	0
"GB00BPQY8M80"	"GBX"	1375	1157	949242	819224	40179540	40673648	40620000	0
"SE0017767742"	"SEK"	0	0	0	0	0	0	0	0
"SE0017769995"	"SEK"	0	0	0	0	0	0	0	0
"SE0017885767"	"SEK"	0	0	0	0	0	0	0	0
"SE0017911480"	"SEK"	0	0	0	0	0	0	0	0
"SE0017780133"	"SEK"	0	0	0	0	0	0	0	0
"SE0018012635"	"SEK"	0	0	0	0	0	0	0	0
"FI0009003727"	"EUR"	23	0	2921	0	700000	0	700000	0
"GB00BNHSJN34"	"GBX"	172	129	452153	355668	10016638	10139906	10120000	0
"GB0009465807"	"GBX"	191	112	49290	31678	139443736	141005385	140850000	0
"SE0017832488"	"SEK"	0	0	0	0	0	0	0	0
"NO0012470089"	"NOK"	0	0	0	0	0	0	0	0
"SE0017859259"	"SEK"	0	0	0	0	0	0	0	0
"SE0018040677"	"SEK"	0	0	0	0	0	0	0	0
"IT0005496473"	"EUR"	0	0	0	0	0	0	0	0
"GB00B1KJJ408"	"GBX"	959	1149	107065	145514	248500722	264216579	252700000	0
"SE0018013849"	"SEK"	0	0	0	0	0	0	0	0
"DK0060738599"	"DKK"	0	0	0	0	0	0	0	0
"DK0061804697"	"DKK"	0	0	0	0	0	0	0	0
"DK0061804770"	"DKK"	0	0	0	0	0	0	0	0
"SE0004840718"	"SEK"	0	0	0	0	0	0	0	0
"GB0000667013"	"GBX"	36	49	13029	13365	99232120	101555959	100900000	0
"IT0005495657"	"EUR"	0	0	0	0	0	0	0	0
"SE0018012494"	"SEK"	0	0	0	0	0	0	0	0
"FR001400AJ45"	"EUR"	0	0	0	0	0	0	0	0
"NL0000395903"	"EUR"	0	0	0	0	0	0	0	0
"FI0009006548"	"EUR"	0	0	0	0	0	0	0	0
"JE00B8KF9B49"	"GBX"	1238	1341	426127	458662	81792519	82575720	82860000	0
"FI0009007264"	"EUR"	0	0	0	0	0	0	0	0
"SE0017161243"	"SEK"	0	0	0	0	0	0	0	0
"SE0012323715"	"SEK"	0	0	0	0	0	0	0	0
"SE0016075337"	"SEK"	0	0	0	0	0	0	0	0
"NO0010208051"	"NOK"	0	0	0	0	0	0	0	0
"FI0009800643"	"EUR"	0	0	0	0	0	0	0	0
"PTZON0AM0006"	"EUR"	0	0	0	0	0	0	0	0
"CH0011075394"	"CHF"	1042	1009	22459	20033	42115481	43029961	42420000	0
"IE0001827041"	"GBX"	1229	1207	138828	142923	285763540	287438259	288450000	0
"GB00BDVZYZ77"	"GBX"	543	469	523522	467197	26879245	27124824	27140000	0
"NL0010558797"	"EUR"	0	0	0	0	0	0	0	0
"PTCTT0AM0001"	"EUR"	0	0	0	0	0	0	0	0
"DE000A1DAHH0"	"EUR"	23	0	414	0	5000000	0	5000000	0
"LU0274211480"	"EUR"	43	20	64285	59118	12147095	12295102	12198000	0
"DE000A0HN5C6"	"EUR"	0	0	0	0	0	0	0	0
"DE000ETFL011"	"EUR"	19	20	54293	78396	11417140	11536499	11442000	0
"DE0005933931"	"EUR"	42	20	69852	70139	10764546	10895589	10832000	0
"DE0002635307"	"EUR"	23	0	138	0	3600000	0	3600000	0
"DE000LEG1110"	"EUR"	0	0	0	0	0	0	0	0
"DE0005408884"	"EUR"	0	0	0	0	0	0	0	0
"DE0006766504"	"EUR"	0	0	0	0	0	0	0	0
"FR0000051807"	"EUR"	0	0	0	0	0	0	0	0
"DE0007030009"	"EUR"	23	23	4002	391	18000000	25690000	18000000	0
"NO0010736879"	"NOK"	0	0	0	0	0	0	0	0
"FO0000000179"	"NOK"	4	8	392	784	65625000	65862500	66100000	0
"BMG067231032"	"NOK"	0	0	0	0	0	0	0	0
"GB00B1Z4ST84"	"GBX"	57	86	73866	90974	19522066	19832283	19740000	0
"IE0002424939"	"GBX"	989	892	50421	47305	513153130	517330163	517200000	0
"IT0003796171"	"EUR"	0	0	0	0	0	0	0	0
"ES0105025003"	"EUR"	0	0	0	0	0	0	0	0
"IT0004776628"	"EUR"	0	0	0	0	0	0	0	0
"SE0008374250"	"SEK"	0	0	0	0	0	0	0	0
"NL0011585146"	"EUR"	0	0	0	0	0	0	0	0
"CH0010570759"	"CHF"	90	121	90	144	9764333333	10578472222	10050000000	0
"FR0007054358"	"EUR"	23	23	117300	117300	3507956	3545673	3517000	0
"IT0004998065"	"EUR"	0	0	0	0	0	0	0	0
"CH0018294154"	"CHF"	378	238	25345	17116	10582917	10763446	10760000	0
"IT0001469383"	"EUR"	0	0	0	0	0	0	0	0
"IT0005252728"	"EUR"	0	0	0	0	0	0	0	0
"CH0024638212"	"CHF"	261	166	11772	5998	17381180	17684854	17620000	0
"IT0003492391"	"EUR"	0	0	0	0	0	0	0	0
"FR0010411983"	"CHF"	0	0	0	0	0	0	0	0
"BE0974283153"	"EUR"	0	0	0	0	0	0	0	0
"IT0001157020"	"EUR"	0	0	0	0	0	0	0	0
"LU0569974404"	"EUR"	0	0	0	0	0	0	0	0
"IT0001078911"	"EUR"	0	0	0	0	0	0	0	0
"FR0010340141"	"EUR"	0	0	0	0	0	0	0	0
"FR0010313833"	"EUR"	0	0	0	0	0	0	0	0
"FR0004125920"	"EUR"	0	0	0	0	0	0	0	0
"FR0000071946"	"EUR"	0	0	0	0	0	0	0	0
"IT0003497176"	"EUR"	0	0	0	0	0	0	0	0
"FR0000051732"	"EUR"	0	0	0	0	0	0	0	0
"FI4000081138"	"EUR"	0	0	0	0	0	0	0	0
"NL0010391025"	"EUR"	0	0	0	0	0	0	0	0
"FR0000120966"	"EUR"	0	0	0	0	0	0	0	0
"DE0006048432"	"EUR"	0	0	0	0	0	0	0	0
"BE0003816338"	"EUR"	0	0	0	0	0	0	0	0
"FR0013280286"	"EUR"	0	0	0	0	0	0	0	0
"FR0000039299"	"EUR"	0	0	0	0	0	0	0	0
"SE0000106270"	"SEK"	0	0	0	0	0	0	0	0
"DK0015250344"	"DKK"	0	0	0	0	0	0	0	0
"FR0006174348"	"EUR"	0	0	0	0	0	0	0	0
"NL0000852531"	"EUR"	0	0	0	0	0	0	0	0
"DK0015998017"	"DKK"	0	0	0	0	0	0	0	0
"FR0000125585"	"EUR"	0	0	0	0	0	0	0	0
"IT0000336518"	"EUR"	0	0	0	0	0	0	0	0
"DK0060497295"	"DKK"	0	0	0	0	0	0	0	0
"FR0010417345"	"EUR"	0	0	0	0	0	0	0	0
"DK0060700516"	"DKK"	0	0	0	0	0	0	0	0
"FR0000077919"	"EUR"	0	0	0	0	0	0	0	0
"IE00B0M62Q58"	"EUR"	0	0	0	0	0	0	0	0
"DK0010219153"	"DKK"	0	0	0	0	0	0	0	0
"FR0013154002"	"EUR"	0	0	0	0	0	0	0	0
"IE00B0M62Q58"	"GBX"	0	0	0	0	0	0	0	0
"DK0010253921"	"DKK"	0	0	0	0	0	0	0	0
"FR0010908533"	"EUR"	0	0	0	0	0	0	0	0
"IE00B441G979"	"EUR"	10	1	1520	152	6311500	6338000	6350000	0
"DK0060036564"	"DKK"	0	0	0	0	0	0	0	0
"FR0012789949"	"EUR"	0	0	0	0	0	0	0	0
"IE00B02KXH56"	"EUR"	0	0	0	0	0	0	0	0
"DE0006204407"	"EUR"	0	0	0	0	0	0	0	0
"FR0000130452"	"EUR"	23	23	207	207	7000000	10500000	7000000	0
"FR0010533075"	"EUR"	0	0	0	0	0	0	0	0
"IT0005322612"	"EUR"	0	0	0	0	0	0	0	0
"DE000SHA0159"	"EUR"	23	0	2783	0	480000	0	480000	0
"FR0004163111"	"EUR"	0	0	0	0	0	0	0	0
"CH0012214059"	"CHF"	1201	892	106315	67098	4002567	4217285	4126000	0
"DE0008303504"	"EUR"	0	0	0	0	0	0	0	0
"FR0000121121"	"EUR"	0	0	0	0	0	0	0	0
"GB00BYYW3C20"	"GBX"	125	110	143207	209218	25699843	27766865	26200000	0
"GB0001859296"	"GBX"	137	155	64211	73605	83287636	84189013	84000000	0
"LU0088087324"	"EUR"	0	0	0	0	0	0	0	0
"FR0000054470"	"EUR"	0	0	0	0	0	0	0	0
"IT0003895668"	"EUR"	0	0	0	0	0	0	0	0
"GB0006886666"	"GBX"	108	203	20883	39165	129937470	132986447	131400000	0
"FR0000031775"	"EUR"	0	0	0	0	0	0	0	0
"GB00BLWDVR75"	"GBX"	108	215	259179	367549	8433435	8719695	8560000	0
"GB00B0744359"	"GBX"	89	158	89225	117194	24511905	24921940	24850000	0
"DE0006062144"	"EUR"	0	0	0	0	0	0	0	0
"IT0005176406"	"EUR"	0	0	0	0	0	0	0	0
"IE0003864109"	"GBX"	103	119	247032	230925	9808168	9929318	9915000	0
"DE0005408116"	"EUR"	0	0	0	0	0	0	0	0
"GB0004161021"	"GBX"	757	188	550877	509969	11080460	11193127	11280000	0
"DE0007480204"	"EUR"	6	2	12000	3468	2220000	2224000	2220000	0
"IE00BKM4GZ66"	"EUR"	0	0	0	0	0	0	0	0
"GB0004052071"	"GBX"	998	1035	146373	152576	201386323	203304104	204000000	0
"DE0005565204"	"EUR"	23	23	2806	1955	1800000	2900000	1800000	0
"DE0005772206"	"EUR"	0	0	0	0	0	0	0	0
"ES0125140A14"	"EUR"	0	0	0	0	0	0	0	0
"GB0005576813"	"GBX"	1064	967	518168	463045	60147150	60623244	60840000	0
"DE0005773303"	"EUR"	0	0	0	0	0	0	0	0
"SE0006625471"	"SEK"	0	0	0	0	0	0	0	0
"GB00B06QFB75"	"GBX"	141	226	85352	146589	67785408	68715815	68600000	0
"DE0006602006"	"EUR"	0	0	0	0	0	0	0	0
"DE0005909006"	"EUR"	0	0	0	0	0	0	0	0
"DK0060083210"	"DKK"	0	0	0	0	0	0	0	0
"GB00B17BBQ50"	"GBX"	154	173	116689	125537	43651507	44096183	44200000	0
"DE000A0LD6E6"	"EUR"	0	0	0	0	0	0	0	0
"DE0007257503"	"EUR"	0	0	0	0	0	0	0	0
"DE0008019001"	"EUR"	0	0	0	0	0	0	0	0
"LU0061462528"	"EUR"	23	0	667	0	3000000	0	3000000	0
"GB00BYM8GJ06"	"GBX"	89	111	78652	91153	26038028	26385776	26320000	0
"NL0011821202"	"EUR"	0	0	0	0	0	0	0	0
"GB0009039941"	"GBX"	67	78	121671	141960	9955697	10122194	10140000	0
"GB00BBG9VN75"	"GBX"	1040	939	116630	104620	227407816	229485916	230200000	0
"SE0009888738"	"SEK"	0	0	0	0	0	0	0	0
"ES0139140174"	"EUR"	0	0	0	0	0	0	0	0
"GB00B6XZKY75"	"GBX"	99	98	50198	50391	51294218	53953005	51700000	0
"ES0175438003"	"EUR"	0	0	0	0	0	0	0	0
"GB00BG49KP99"	"GBX"	157	202	448724	515557	17608039	17779536	17890000	0
"NO0010234552"	"NOK"	0	0	0	0	0	0	0	0
"GB0000961622"	"GBX"	76	79	99114	66094	25708253	26024781	25940000	0
"NO0004822503"	"NOK"	0	0	0	0	0	0	0	0
"GB0001765816"	"GBX"	297	365	992519	551994	50812225	51159877	51000000	0
"LU1704650164"	"EUR"	0	0	0	0	0	0	0	0
"NO0010365521"	"NOK"	0	0	0	0	0	0	0	0
"GB0002869419"	"GBX"	155	118	39865	34246	126843316	130240860	129800000	0
"ES0177542018"	"GBX"	1175	1077	3471153	3299703	10678817	10879420	11008000	0
"NO0003033102"	"NOK"	0	0	0	0	0	0	0	0
"GB00BF044593"	"GBX"	174	110	258043	75164	19845932	20212473	20150000	0
"NO0010331838"	"NOK"	0	0	0	0	0	0	0	0
"GB00B1CKQ739"	"GBX"	109	114	42194	41016	80476465	81774619	81900000	0
"IT0000072618"	"EUR"	0	0	0	0	0	0	0	0
"NO0010571680"	"NOK"	0	0	0	0	0	0	0	0
"GB0003466074"	"GBX"	31	33	14185	15042	80369143	81928905	80700000	0
"CA0679011084"	"EUR"	0	0	0	0	0	0	0	0
"SE0007666110"	"SEK"	0	0	0	0	0	0	0	0
"BMG4209G2077"	"GBX"	103	99	77730	145512	25438508	25853019	25800000	0
"GB00B11V7W98"	"GBX"	54	33	13361	5542	90854112	91887531	91600000	0
"FR0000044448"	"EUR"	0	0	0	0	0	0	0	0
"GB00B39J2M42"	"GBX"	1022	911	373542	315277	102330788	103276421	103050000	0
"DE0007507501"	"EUR"	0	0	0	0	0	0	0	0
"IT0003828271"	"EUR"	0	0	0	0	0	0	0	0
"DE000KGX8881"	"EUR"	0	2	0	194	0	4128030	0	0
"JE00B5TT1872"	"GBX"	154	116	475141	327515	7641096	8070368	8000000	0
"FR0013269123"	"EUR"	0	0	0	0	0	0	0	0
"DE000A0D9PT0"	"EUR"	0	0	0	0	0	0	0	0
"IT0004053440"	"EUR"	0	0	0	0	0	0	0	0
"GB00B7N0K053"	"GBX"	134	95	192046	243644	11060288	11554674	11200000	0
"DE0002635307"	"EUR"	0	0	0	0	0	0	0	0
"GB00B8VZXT93"	"GBX"	73	43	64433	51752	24636877	25033296	24860000	0
"DE000A1H8BV3"	"EUR"	0	0	0	0	0	0	0	0
"GB00BD6GN030"	"GBX"	150	176	322729	237898	13607159	13799395	13790000	0
"FR0000050809"	"EUR"	0	0	0	0	0	0	0	0
"DE000TLX1005"	"EUR"	0	0	0	0	0	0	0	0
"GG00B1NP5142"	"GBX"	179	142	21177	18485	428961184	440134595	436500000	0
"LU0252633754"	"EUR"	19	20	66816	52432	11888600	12012413	11914000	0
"GB00B3MBS747"	"GBX"	1143	1209	271109	302419	79507894	80162992	81540000	0
"DE0006335003"	"EUR"	0	0	0	0	0	0	0	0
"GB0001638955"	"GBX"	72	132	28158	39552	62532839	63425843	64050000	0
"DK0060257814"	"DKK"	0	0	0	0	0	0	0	0
"SE0000936478"	"SEK"	0	0	0	0	0	0	0	0
"GB00BKFB1C65"	"GBX"	1126	1067	1426771	1301710	19264673	19436582	19435000	0
"GB00BLY2F708"	"GBX"	131	97	682513	496257	4740259	4802973	4835000	0
"IT0005244402"	"EUR"	0	0	0	0	0	0	0	0
"NO0003043309"	"NOK"	0	0	0	0	0	0	0	0
"IE00B53SZB19"	"EUR"	46	48	4600	4800	62423130	62511250	62520000	0
"JE00B6T5S470"	"GBX"	0	0	0	0	0	0	0	0
"DE0007493991"	"EUR"	0	0	0	0	0	0	0	0
"GB00B53P2009"	"GBX"	73	52	129396	118088	13955178	14155432	14110000	0
"GB00BYQ46T41"	"GBX"	251	289	1829335	1807619	13882311	14497541	14100000	0
"GB00BV9FP302"	"GBX"	111	90	11754	12763	231101037	233831230	233000000	0
"GB00BD8HBD32"	"GBX"	160	140	691676	690376	7376255	7480661	7530000	0
"IM00B7S9G985"	"GBX"	46	82	30595	33338	55045182	55765059	55500000	0
"GB00B14SKR37"	"GBX"	114	108	138353	105364	25389715	27940229	27550000	0
"GB00B082RF11"	"GBX"	1473	1154	836142	640242	48288777	48664092	48610000	0
"DE000WCH8881"	"EUR"	0	23	0	2806	0	17950000	0	0
"DE0006231004"	"EUR"	0	0	0	0	0	0	0	0
"IE00B1RR8406"	"GBX"	696	718	87963	98957	274455635	276167039	276100000	0
"GB0009633180"	"GBX"	839	926	60556	70106	345803553	349262690	349800000	0
"NO0010716863"	"NOK"	0	0	0	0	0	0	0	0
"GB00B1VNSX38"	"GBX"	515	562	194741	223655	64803201	65792777	66250000	0
"GB0003096442"	"GBX"	896	849	293817	289707	85785734	86629222	86700000	0
"GG00B3KX4Q34"	"GBX"	0	0	0	0	0	0	0	0
"DK0010307958"	"DKK"	0	0	0	0	0	0	0	0
"CH0010570767"	"CHF"	163	166	374	410	965877005	981600000	978000000	0
"GB00BL6XZ716"	"GBX"	0	0	0	0	0	0	0	0
"GB0003052338"	"GBX"	164	181	116229	125382	59162566	59951389	59700000	0
"GB0002418548"	"GBX"	51	47	136867	142130	9845825	9988741	10020000	0
"FR0000054199"	"EUR"	0	0	0	0	0	0	0	0
"SE0000454746"	"SEK"	0	0	0	0	0	0	0	0
"NO0010073489"	"NOK"	0	0	0	0	0	0	0	0
"GB00BD8DR117"	"GBX"	62	115	41000	103415	36580429	37059460	37100000	0
"NO0010657505"	"NOK"	0	0	0	0	0	0	0	0
"NO0010716418"	"NOK"	0	0	0	0	0	0	0	0
"GB00B3FLWH99"	"GBX"	92	123	55532	64253	52187246	52958659	52750000	0
"GG00B4ZPCJ00"	"GBX"	228	178	936100	682297	11032667	11163706	11180000	0
"GB00BGXQNP29"	"GBX"	988	950	425122	424963	58667015	59766748	59120000	0
"FR0000032278"	"EUR"	0	0	0	0	0	0	0	0
"CH0012255144"	"CHF"	196	201	23339	20885	4025199	4281339	4266000	0
"IL0010849045"	"GBX"	69	87	424902	452666	3411239	3487788	3465000	0
"GB00B62Z3C74"	"GBX"	171	212	182786	223720	27782899	28597788	28150000	0
"ES0105287009"	"EUR"	0	0	0	0	0	0	0	0
"FR0000051070"	"EUR"	0	0	0	0	0	0	0	0
"NL0011872650"	"EUR"	0	0	0	0	0	0	0	0
"NO0003067902"	"NOK"	0	0	0	0	0	0	0	0
"GB00B02QND93"	"GBX"	95	125	45831	53414	56269025	57359452	56600000	0
"GB00B635TG28"	"GBX"	181	109	2705024	1717105	2279035	2317596	2320000	0
"GB00BJHPLV88"	"GBX"	141	84	138298	95217	19498340	19717634	19710000	0
"GB00BK1PKQ95"	"GBX"	143	176	287673	220605	28121244	28679968	28450000	0
"GB0007816068"	"GBX"	219	162	143201	124471	77201303	78589125	78000000	0
"GB0003395000"	"GBX"	74	40	53192	37775	29662583	30186585	29800000	0
"DE000A2DAM03"	"EUR"	0	0	0	0	0	0	0	0
"SE0006993770"	"SEK"	0	0	0	0	0	0	0	0
"CH0315966322"	"CHF"	74	162	1396	3144	24659383	26328784	24800000	0
"NO0006390301"	"NOK"	0	0	0	0	0	0	0	0
"GB0002018363"	"GBX"	100	174	10612	17798	293475075	298454657	299500000	0
"GB0006827546"	"GBX"	70	171	562	1472	4788087188	4846331521	4820000000	0
"GB00BJTRSD38"	"GBX"	34	100	22662	30764	20514800	20798555	20650000	0
"FR0010655761"	"EUR"	0	0	0	0	0	0	0	0
"GB00B1XH2C03"	"GBX"	106	79	251165	207410	12926589	13119541	13030000	0
"CH0009691608"	"CHF"	108	102	3170	2109	21756466	22098814	21850000	0
"NO0010081235"	"NOK"	0	0	0	0	0	0	0	0
"GB0001639920"	"GBX"	127	112	9416	8627	340992459	358912136	356500000	0
"GB00B19Z1432"	"GBX"	191	164	201099	205772	19668190	20554128	20350000	0
"BE0003565737"	"EUR"	0	0	0	0	0	0	0	0
"FR0010869495"	"EUR"	16	20	4089600	5112000	185028	187695	186200	0
"GB00BHSRZC82"	"GBX"	74	66	112296	100050	17377757	17679785	17600000	0
"JE00B6173J15"	"GBX"	109	141	276864	368285	10927929	11232517	11080000	0
"SE0009921588"	"SEK"	0	0	0	0	0	0	0	0
"GB00B1N7Z094"	"GBX"	102	170	36732	55223	101640545	103178751	102900000	0
"FR0000121485"	"EUR"	0	46	0	230	0	61500000	0	0
"LU1681047236"	"EUR"	0	0	0	0	0	0	0	0
"GB0005758098"	"GBX"	552	561	247223	195296	78639427	79203447	78960000	0
"GB00BYZDVK82"	"GBX"	123	152	33177	41652	129249504	130720498	131000000	0
"NO0010816093"	"NOK"	0	0	0	0	0	0	0	0
"LU0252633754"	"EUR"	19	20	66816	52432	11892192	12009408	11940000	0
"SE0014504817"	"SEK"	0	0	0	0	0	0	0	0
"FR0010331421"	"EUR"	0	0	0	0	0	0	0	0
"GB00B135BJ46"	"GBX"	101	104	28868	25085	100872183	101986593	101900000	0
"FR0013426004"	"EUR"	0	0	0	0	0	0	0	0
"IT0003697080"	"EUR"	0	0	0	0	0	0	0	0
"ES0169501022"	"EUR"	0	0	0	0	0	0	0	0
"ES0136463017"	"EUR"	0	0	0	0	0	0	0	0
"FR0000060873"	"EUR"	0	0	0	0	0	0	0	0
"GB00B1FP6H53"	"GBX"	81	98	93171	99087	18637414	18888792	18830000	0
"GB0031232498"	"GBX"	161	116	82234	59225	39651290	40442110	40200000	0
"ES0180907000"	"EUR"	0	23	0	6992	0	112000	0	0
"SE0000862997"	"SEK"	0	0	0	0	0	0	0	0
"GB0002074580"	"GBX"	132	155	16380	19345	256058791	259036929	260000000	0
"GB00BLRLH124"	"GBX"	0	0	0	0	0	0	0	0
"GB0004726096"	"GBX"	88	94	111646	104314	24493307	24872535	25020000	0
"GB00BGLP8L22"	"GBX"	242	136	73319	49756	118242868	119299113	119400000	0
"GB00BYT1DJ19"	"GBX"	916	940	166971	177627	129767513	131100552	132050000	0
"NO0005806802"	"NOK"	0	0	0	0	0	0	0	0
"GB00B1FW5029"	"GBX"	124	95	376152	274568	8901328	9417665	9475000	0
"GB0000066554"	"GBX"	141	96	36563	25809	117021628	118814336	118200000	0
"IT0000784196"	"EUR"	0	0	0	0	0	0	0	0
"GB0009292243"	"GBX"	148	157	26968	29709	176078656	178165902	177600000	0
"FR0000060402"	"EUR"	1	0	1000	0	4984000	0	4984000	0
"GB0001826634"	"GBX"	128	239	21767	45997	219578747	225632258	223000000	0
"GG00BR30MJ80"	"GBX"	143	228	36239	105896	205306390	224465230	208500000	0
"LU1681037609"	"EUR"	0	0	0	0	0	0	0	0
"GB00B8SC6K54"	"GBX"	119	87	420172	279552	14955582	15458608	15510000	0
"NL0000852580"	"EUR"	31	0	76000	0	3200000	0	3200000	0
"FI4000197934"	"EUR"	0	0	0	0	0	0	0	0
"FI0009004824"	"EUR"	0	0	0	0	0	0	0	0
"LU1681045370"	"EUR"	0	0	0	0	0	0	0	0
"GG00B1Z5FH87"	"GBX"	33	32	9403	9074	145891311	149104804	146500000	0
"LU1829219390"	"EUR"	22	22	4400	4400	8124818	8135163	8177100	0
"GB00B1L5QH97"	"GBX"	148	152	224417	216021	8507822	8656362	8610000	0
"FR0013506730"	"EUR"	0	0	0	0	0	0	0	0
"GB00BZ0D6727"	"GBX"	88	70	16707	14800	109710169	111250533	110900000	0
"LU1834983477"	"EUR"	23	0	2231	0	1750000	0	1750000	0
"GG00BBHXCL35"	"GBX"	88	173	82474	144678	63295972	65274690	65200000	0
"FI4000519228"	"EUR"	0	0	0	0	0	0	0	0
"PTCOR0AE0006"	"EUR"	0	0	0	0	0	0	0	0
"GB00BYZN9041"	"GBX"	95	149	22502	31471	167269069	169003126	170300000	0
"NO0010856511"	"NOK"	0	0	0	0	0	0	0	0
"FR0010869578"	"EUR"	0	1	0	287	0	3406500	0	0
"FR0000039091"	"EUR"	0	0	0	0	0	0	0	0
"GB0033986497"	"GBX"	132	126	799666	814812	6369761	6838676	6598000	0
"SE0002626861"	"SEK"	0	0	0	0	0	0	0	0
"GB00B012TP20"	"GBX"	97	78	161597	129395	14559283	15210165	15030000	0
"ES0148396007"	"EUR"	0	23	0	115	0	2540000	0	0
"GB00BVFNZH21"	"GBX"	126	190	143156	245599	24021995	24223890	24260000	0
"DE0006202005"	"EUR"	0	0	0	0	0	0	0	0
"GB00B4WFW713"	"GBX"	194	214	367272	304131	22477764	22731329	22740000	0
"GB00BJVQC708"	"GBX"	85	141	148797	169825	12558889	12804594	12850000	0
"FR0000121964"	"EUR"	0	0	0	0	0	0	0	0
"NL0000440584"	"EUR"	0	0	0	0	0	0	0	0
"DE000SAFH001"	"EUR"	0	0	0	0	0	0	0	0
"GB00BRB37M78"	"GBX"	92	40	95085	31799	41404920	42174018	42200000	0
"GB00BGJWTR88"	"GBX"	87	139	32454	39556	117805835	119317370	118900000	0
"CH0012268360"	"CHF"	50	75	102363	124429	249415	254927	251500	0
"GB0006111909"	"GBX"	46	67	13882	21939	122324592	123835389	123200000	0
"GB0031274896"	"GBX"	608	550	749501	590614	13832662	13960657	14045000	0
"GB00B19Z2J52"	"GBX"	140	206	681432	726961	7334775	7439126	7420000	0
"GB00BMTS0Z37"	"GBX"	66	63	42643	39731	37354909	37945303	37700000	0
"DK0061135753"	"DKK"	0	0	0	0	0	0	0	0
"FR0010592014"	"EUR"	0	0	0	0	0	0	0	0
"GB0007366395"	"GBX"	144	94	35711	23716	234369045	241473182	240000000	0
"IT0000062957"	"EUR"	0	0	0	0	0	0	0	0
"DE000KSAG888"	"EUR"	0	46	0	2162	0	2750000	0	0
"CH0108503795"	"CHF"	112	231	1546495	1710996	39389	45555	40940	0
"GB0006215205"	"GBX"	85	148	103774	157815	18948338	19173974	19330000	0
"GB00BFZNLB60"	"GBX"	116	132	92968	88791	26617411	27070818	27040000	0
"GB00BJTNFH41"	"GBX"	62	54	233502	273723	5738853	5884571	5910000	0
"JE00BJ1DLW90"	"GBX"	537	564	593260	630513	24351327	24598270	24550000	0
"FR0010405431"	"EUR"	0	0	0	0	0	0	0	0
"GB0002148343"	"GBX"	65	50	13586	9837	191748078	194320646	194200000	0
"FR0013505062"	"EUR"	0	0	0	0	0	0	0	0
"GB0004657408"	"GBX"	146	64	294351	273922	5649322	5743107	5750000	0
"ES0124244E34"	"EUR"	0	23	0	2277	0	195000	0	0
"GB0004270301"	"GBX"	131	74	27227	16842	115554346	117258401	116600000	0
"FR0000031577"	"EUR"	0	0	0	0	0	0	0	0
"SE0000584948"	"SEK"	0	0	0	0	0	0	0	0
"GG00BBHX2H91"	"GBX"	287	129	1734664	622753	13428180	13558820	13580000	0
"LU2197908721"	"EUR"	9	15	738	1230	11497555	11773333	11518000	0
"NL0011794037"	"EUR"	0	0	0	0	0	0	0	0
"SE0000191827"	"SEK"	0	0	0	0	0	0	0	0
"GB00BYX7JT74"	"GBX"	101	69	333916	157105	10960582	11198560	11250000	0
"GB00BJ62K685"	"GBX"	151	126	163887	101675	27749156	27986581	29300000	0
"NL0013332471"	"EUR"	0	0	0	0	0	0	0	0
"LU1681046931"	"EUR"	0	0	0	0	0	0	0	0
"FR0013451333"	"EUR"	0	0	0	0	0	0	0	0
"NL0012969182"	"EUR"	0	0	0	0	0	0	0	0
"SE0000375115"	"SEK"	0	0	0	0	0	0	0	0
"GB00BCRX1J15"	"GBX"	85	44	216794	178473	6884977	6992301	7000000	0
"GB00BVGBWW93"	"GBX"	117	114	717645	584585	6445611	6532947	6535000	0
"SE0000195810"	"SEK"	0	0	0	0	0	0	0	0
"GB00B572ZV91"	"GBX"	5	23	27500	492561	1800000	2227453	1800000	0
"LU1048328220"	"EUR"	0	0	0	0	0	0	0	0
"GB0004478896"	"GBX"	180	126	109778	107700	20743506	21247944	21350000	0
"DE0005470306"	"EUR"	0	0	0	0	0	0	0	0
"GB0031638363"	"GBX"	1221	1155	73094	67564	426066039	429011506	429700000	0
"NO0010631567"	"NOK"	0	0	0	0	0	0	0	0
"GB0002318888"	"GBX"	68	126	7375	13293	300593518	304202016	302800000	0
"SE0012673267"	"SEK"	0	0	0	0	0	0	0	0
"FR0010655712"	"EUR"	0	7	0	287	0	23264285	0	0
"GB00BKRC5K31"	"GBX"	43	75	37269	60529	37657604	38194533	38250000	0
"ES0152503035"	"EUR"	0	0	0	0	0	0	0	0
"GB00B1ZBKY84"	"GBX"	65	100	135096	149504	17461059	17741222	17620000	0
"BMG0451H1170"	"NOK"	0	0	0	0	0	0	0	0
"GB0009064097"	"GBX"	113	233	92462	156697	36134190	36807503	36850000	0
"GB00BDFGHW41"	"GBX"	49	52	109524	114192	15094808	15326135	15180000	0
