ISIN	Currency	Total Buy Count	Total Sell Count	Total Buy Quantity	Total Sell Quantity	Weighted Average Buy Price	Weighted Average Sell Price	Max Buy Price	Min Sell Price
"GB0002374006"	"GBX"	1778	1733	221277	238702	351432072	357795686	354150000	0
"IT0003115950"	"EUR"	0	0	0	0	0	0	0	0
"AT0000818802"	"EUR"	0	0	0	0	0	0	0	0
"ES0112501012"	"EUR"	0	0	0	0	0	0	0	0
"BE0974313455"	"EUR"	0	0	0	0	0	0	0	0
"NO0003055808"	"NOK"	0	0	0	0	0	0	0	0
"BE0974259880"	"EUR"	0	0	0	0	0	0	0	0
"BE0003874915"	"EUR"	0	0	0	0	0	0	0	0
"IT0001415246"	"EUR"	0	0	0	0	0	0	0	0
"FR0000050353"	"EUR"	0	0	0	0	0	0	0	0
"GB00BY9D0Y18"	"GBX"	579	490	608281	554674	24815041	25197340	25160000	0
"ES0126775032"	"EUR"	0	0	0	0	0	0	0	0
"DE000A12DM80"	"EUR"	0	0	0	0	0	0	0	0
"DE0005878003"	"EUR"	0	23	0	713	0	5640000	0	0
"BE0003699130"	"EUR"	0	0	0	0	0	0	0	0
"NO0003921009"	"NOK"	0	0	0	0	0	0	0	0
"DE0005895403"	"EUR"	0	0	0	0	0	0	0	0
"DE0006083405"	"EUR"	0	0	0	0	0	0	0	0
"NL0000008977"	"EUR"	0	0	0	0	0	0	0	0
"DE000A0S8488"	"EUR"	23	0	391	0	1200000	0	1200000	0
"DE000HLAG475"	"EUR"	0	0	0	0	0	0	0	0
"ES0105251005"	"EUR"	0	0	0	0	0	0	0	0
"BE0003766806"	"EUR"	0	0	0	0	0	0	0	0
"IE00B14X4S71"	"GBP"	0	0	0	0	0	0	0	0
"IT0003188064"	"EUR"	0	0	0	0	0	0	0	0
"DE0006200108"	"EUR"	0	0	0	0	0	0	0	0
"DK0060079531"	"DKK"	0	0	0	0	0	0	0	0
"IT0005090300"	"EUR"	0	23	0	1150	0	1228000	0	0
"IT0003027817"	"EUR"	0	0	0	0	0	0	0	0
"IE0005042456"	"GBX"	23	23	140300	139324	70828260	70869137	70970000	0
"DE000ENAG999"	"EUR"	0	23	0	598	0	1064000	0	0
"GB00B7KR2P84"	"GBX"	657	491	318520	269198	35637514	38115527	38110000	0
"BE0974274061"	"EUR"	0	0	0	0	0	0	0	0
"FR0004007813"	"EUR"	0	0	0	0	0	0	0	0
"SE0010100958"	"SEK"	0	0	0	0	0	0	0	0
"ES0105027009"	"EUR"	0	23	0	115	0	2550000	0	0
"PTEDP0AM0009"	"EUR"	0	0	0	0	0	0	0	0
"ES0127797019"	"EUR"	0	0	0	0	0	0	0	0
"CA54928Q1081"	"SEK"	0	0	0	0	0	0	0	0
"NL0012866412"	"EUR"	0	0	0	0	0	0	0	0
"IT0003428445"	"EUR"	0	0	0	0	0	0	0	0
"BE0165385973"	"EUR"	0	0	0	0	0	0	0	0
"FR0000039620"	"EUR"	0	0	0	0	0	0	0	0
"IT0004931058"	"EUR"	0	0	0	0	0	0	0	0
"GB00B01QGK86"	"GBX"	129	106	128828	110924	18715874	18955075	18960000	0
"SE0000949331"	"SEK"	0	0	0	0	0	0	0	0
"FR0010242511"	"EUR"	0	0	0	0	0	0	0	0
"NL0012365084"	"EUR"	0	0	0	0	0	0	0	0
"BE0974294267"	"EUR"	0	0	0	0	0	0	0	0
"BE0003735496"	"EUR"	0	0	0	0	0	0	0	0
"DE000PAT1AG3"	"EUR"	0	0	0	0	0	0	0	0
"BE0003822393"	"EUR"	0	0	0	0	0	0	0	0
"SE0007100359"	"SEK"	0	0	0	0	0	0	0	0
"FI0009007884"	"EUR"	0	0	0	0	0	0	0	0
"DE0006969603"	"EUR"	0	0	0	0	0	0	0	0
"SE0000111940"	"SEK"	0	0	0	0	0	0	0	0
"ES0130670112"	"EUR"	0	23	0	115	0	2500000	0	0
"IT0003132476"	"EUR"	0	0	0	0	0	0	0	0
"DE0007193500"	"EUR"	0	0	0	0	0	0	0	0
"LU1066226637"	"EUR"	0	0	0	0	0	0	0	0
"NL0000288918"	"EUR"	0	0	0	0	0	0	0	0
"DE000WACK012"	"EUR"	0	0	0	0	0	0	0	0
"SE0011166974"	"SEK"	0	0	0	0	0	0	0	0
"SE0011205202"	"SEK"	0	0	0	0	0	0	0	0
"GB00BF4HYT85"	"GBX"	203	234	40558	52191	133258799	146339046	136200000	0
"GB00BF4JDH58"	"GBX"	83	144	155682	309294	17651540	17935143	17800000	0
"FR0013326246"	"EUR"	0	0	0	0	0	0	0	0
"NL0000235190"	"EUR"	20	23	320	851	9400000	11550000	9400000	0
"AT0000A21KS2"	"EUR"	0	0	0	0	0	0	0	0
"CH0418792922"	"CHF"	782	662	19835	28276	21914708	24242863	22480000	0
"SE0011337708"	"SEK"	0	0	0	0	0	0	0	0
"GB00BD45SH49"	"GBX"	66	70	62598	64102	21826786	22198343	22080000	0
"GB00BG12Y042"	"GBX"	135	140	33764	34257	106908159	108773827	108200000	0
"NL0010832176"	"EUR"	0	0	0	0	0	0	0	0
"ZAE000255360"	"GBX"	218	131	651917	513645	5580698	5853040	5650000	0
"IE0004906560"	"EUR"	76	88	3617	4364	9556269	9689272	9656000	0
"NL0012059018"	"EUR"	0	0	0	0	0	0	0	0
"GB00B19NLV48"	"GBX"	1127	889	179463	121717	242210042	245784587	245100000	0
"GB0007913485"	"GBX"	66	75	123533	140241	14833522	15101622	14960000	0
"AT0000609607"	"EUR"	0	0	0	0	0	0	0	0
"NO0010257801"	"NOK"	0	0	0	0	0	0	0	0
"SE0003051010"	"SEK"	23	23	4600	4600	99979565	100396521	100640000	0
"SE0005466505"	"SEK"	23	23	248400	248400	1699443	1707617	1720000	0
"SE0001056045"	"SEK"	0	0	0	0	0	0	0	0
"SE0001342395"	"SEK"	23	23	9200	9200	50801304	51102608	51060000	0
"SE0000693293"	"SEK"	0	0	0	0	0	0	0	0
"SE0005466513"	"SEK"	23	23	151800	151800	2795521	2812826	2824000	0
"IE00B7452L46"	"GBP"	0	0	0	0	0	0	0	0
"ES0118900010"	"EUR"	0	0	0	0	0	0	0	0
"IE00B42TW061"	"GBX"	23	32	13800	16458	726065217	728003888	727100000	0
"IE00B0M63060"	"GBX"	4	15	6073	22651	71182629	71375594	71240000	0
"IE00B1TXLS18"	"GBX"	27	23	6955	35604	52249289	54990000	53390000	0
"LU1650492173"	"GBX"	23	23	87400	87400	114514782	115167826	114680000	0
"IE00B4QNK008"	"GBX"	23	23	234600	234600	41281956	41322391	41435000	0
"IE00BKX55Q28"	"GBP"	0	0	0	0	0	0	0	0
"IE00B810Q511"	"GBP"	0	0	0	0	0	0	0	0
"IE00B00FV128"	"GBX"	72	46	36425	21804	172692645	178240000	174800000	0
"FR0011036268"	"EUR"	0	0	0	0	0	0	0	0
"ES0105336038"	"EUR"	0	0	0	0	0	0	0	0
"FR0010446146"	"EUR"	22	23	433400	453100	1115627	1121147	1120200	0
"FR0010010827"	"EUR"	0	23	0	239200	0	2145173	0	0
"LU0378438732"	"EUR"	28	11	2464	968	10719000	10968909	10722000	0
"IT0003856405"	"EUR"	0	0	0	0	0	0	0	0
"LU0603940916"	"EUR"	27	15	15363	8535	1671444	1698320	1684400	0
"FR0011758085"	"EUR"	0	0	0	0	0	0	0	0
"FR0010446658"	"EUR"	0	21	0	793800	0	593004	0	0
"FR0010446666"	"EUR"	22	23	3610200	3774300	133370	133927	134740	0
"DK0010234467"	"DKK"	0	0	0	0	0	0	0	0
"LU0411075020"	"EUR"	20	20	3260362	1691444	179797	181880	180820	0
"LU0411075376"	"EUR"	19	20	59154	73677	9711703	9812004	9751000	0
"ES0122060314"	"EUR"	0	0	0	0	0	0	0	0
"DE000ETFL235"	"EUR"	0	0	0	0	0	0	0	0
"IT0004827447"	"EUR"	0	0	0	0	0	0	0	0
"DE000ETFL060"	"EUR"	20	20	84225	143508	5271689	5332301	5286000	0
"DE0002635273"	"EUR"	7	21	3976	11928	1677200	1715800	1677200	0
"AT000AGRANA3"	"EUR"	0	0	0	0	0	0	0	0
"FR0011042753"	"EUR"	0	0	0	0	0	0	0	0
"FI0009007132"	"EUR"	0	0	0	0	0	0	0	0
"LU0252633754"	"EUR"	19	20	68128	52432	11888741	12012413	11914000	0
"FR0010251744"	"EUR"	0	0	0	0	0	0	0	0
"LU0252634307"	"EUR"	13	20	63036	99400	8791737	8917746	8833000	0
"DE0005933923"	"EUR"	0	46	0	2024	0	21997500	0	0
"DE0005785802"	"EUR"	0	0	0	0	0	0	0	0
"DE0005785604"	"EUR"	0	46	0	76406	0	3696568	0	0
"GB00B2QPKJ12"	"GBX"	791	719	204081	186131	75046441	77348432	76920000	0
"DE0005933972"	"EUR"	92	0	21781	0	2525424	0	2569000	0
"LU0292106241"	"EUR"	20	89	245657	463657	1591553	1613096	1595800	0
"GB00BGDT3G23"	"GBX"	978	1055	479223	500221	56735184	57204463	57220000	0
"DE000A2NB601"	"EUR"	0	0	0	0	0	0	0	0
"CH0364749348"	"CHF"	33	54	1076	1161	17018791	17264039	17115000	0
"PTGAL0AM0009"	"EUR"	0	0	0	0	0	0	0	0
"IL0011284465"	"GBX"	127	144	30409	32350	151673507	157372414	160400000	0
"ES0116870314"	"EUR"	0	0	0	0	0	0	0	0
"GB00B2B0DG97"	"EUR"	0	0	0	0	0	0	0	0
"DK0060534915"	"EUR"	0	0	0	0	0	0	0	0
"CH0435377954"	"CHF"	179	279	36451	87834	2063174	2128755	2130000	0
"FR0010208488"	"EUR"	0	0	0	0	0	0	0	0
"CA46016U1084"	"SEK"	0	0	0	0	0	0	0	0
"CH0030170408"	"CHF"	1008	894	6828	6192	46921028	47271006	47470000	0
"FI4000297767"	"EUR"	0	0	0	0	0	0	0	0
"SE0001824004"	"SEK"	0	0	0	0	0	0	0	0
"DE000FTG1111"	"EUR"	0	0	0	0	0	0	0	0
"FI4000297767"	"DKK"	0	0	0	0	0	0	0	0
"DE000A0F5UF5"	"EUR"	0	0	0	0	0	0	0	0
"MT0001000109"	"SEK"	0	0	0	0	0	0	0	0
"FI4000297767"	"SEK"	0	0	0	0	0	0	0	0
"DK0010272202"	"DKK"	0	0	0	0	0	0	0	0
"FI4000252127"	"EUR"	0	0	0	0	0	0	0	0
"NL0011821202"	"EUR"	0	0	0	0	0	0	0	0
"US30303M1027"	"EUR"	0	0	0	0	0	0	0	0
"SE0000202624"	"SEK"	0	0	0	0	0	0	0	0
"GB00BF8Q6K64"	"GBX"	1149	876	1567266	1239741	15362848	15479961	15540000	0
"LU0380865021"	"EUR"	23	23	75900	75900	5472521	5532782	5486000	0
"CH0010645932"	"CHF"	795	814	1277	1346	334831245	356024219	343600000	0
"NO0010582521"	"NOK"	0	0	0	0	0	0	0	0
"IT0005239881"	"EUR"	0	0	0	0	0	0	0	0
"GB00B29H4253"	"GBX"	110	51	139523	72429	23235119	23654082	23500000	0
"GB0009252882"	"GBX"	2129	2001	635220	516532	170709778	180817845	180940000	0
"JE00B4T3BW64"	"GBX"	1966	2480	1498769	2442647	43189256	46227105	43890000	0
"ES0132945017"	"EUR"	0	0	0	0	0	0	0	0
"DE0007446007"	"EUR"	0	0	0	0	0	0	0	0
"ES0105065009"	"EUR"	0	0	0	0	0	0	0	0
"DK0010272632"	"DKK"	23	0	276	0	20000000	0	20000000	0
"US88160R1014"	"EUR"	0	0	0	0	0	0	0	0
"IT0003153621"	"EUR"	0	0	0	0	0	0	0	0
"BE0003846632"	"EUR"	0	0	0	0	0	0	0	0
"IT0005162406"	"EUR"	0	0	0	0	0	0	0	0
"IE00B4L5Y983"	"EUR"	0	0	0	0	0	0	0	0
"IE00B4L5Y983"	"GBX"	1	16	367	5860	590100000	590680238	590100000	0
"IE00BZ12WP82"	"EUR"	92	0	2599	0	20848672	0	23500000	0
"SE0000120669"	"EUR"	0	0	0	0	0	0	0	0
"GG00B1W3VF54"	"GBX"	144	166	442633	467470	8758142	8886691	8940000	0
"IT0000076536"	"EUR"	0	0	0	0	0	0	0	0
"ES0171996087"	"EUR"	0	0	0	0	0	0	0	0
"FR0013214145"	"EUR"	0	0	0	0	0	0	0	0
"ES0165386014"	"EUR"	0	0	0	0	0	0	0	0
"DE0007231334"	"EUR"	0	0	0	0	0	0	0	0
"BE0003797140"	"EUR"	0	23	0	230	0	10020000	0	0
"IT0001029492"	"EUR"	0	0	0	0	0	0	0	0
"GB0002395811"	"GBX"	171	137	27598	18900	220176770	223603174	222500000	0
"GB00BYWVDP49"	"GBX"	106	93	98574	100543	20365681	20700412	20550000	0
"IE00BMW3QX54"	"EUR"	8	11	20858	22532	1714102	1720409	1717200	0
"DK0060854669"	"DKK"	0	0	0	0	0	0	0	0
"GG00BYV2ZQ34"	"GBX"	164	160	335171	435959	7036015	7136984	7130000	0
"BE0003720340"	"EUR"	0	0	0	0	0	0	0	0
"JE00B248KJ21"	"GBX"	102	158	111247	82202	31379676	32177672	31600000	0
"ES0171743901"	"EUR"	0	0	0	0	0	0	0	0
"IT0003073266"	"EUR"	0	0	0	0	0	0	0	0
"GB0008481250"	"GBX"	104	140	343184	430770	7564763	7748072	7680000	0
"GB00BYRJ5J14"	"GBX"	131	136	571397	345605	13522961	13670380	13700000	0
"GB00BDFBVT43"	"GBX"	89	101	42474	43500	45231366	46041819	46500000	0
"ES0167733015"	"EUR"	0	0	0	0	0	0	0	0
"BMG671801022"	"NOK"	0	0	0	0	0	0	0	0
"DK0060907293"	"DKK"	0	0	0	0	0	0	0	0
"FR0011341205"	"EUR"	0	0	0	0	0	0	0	0
"ES0105122024"	"EUR"	0	0	0	0	0	0	0	0
"DE000A2NB650"	"EUR"	0	0	0	0	0	0	0	0
"IT0001447785"	"EUR"	0	0	0	0	0	0	0	0
"GB00B1VZ0M25"	"GBX"	774	701	225069	206332	77640144	78270658	78300000	0
"SE0009806607"	"SEK"	0	0	0	0	0	0	0	0
"DE0006047004"	"EUR"	0	0	0	0	0	0	0	0
"FR0000053837"	"EUR"	0	0	0	0	0	0	0	0
"ES0105015012"	"EUR"	0	0	0	0	0	0	0	0
"DE0005157101"	"EUR"	0	0	0	0	0	0	0	0
"SE0002148817"	"SEK"	0	0	0	0	0	0	0	0
"NL0009269109"	"EUR"	0	0	0	0	0	0	0	0
"BMG455841020"	"EUR"	0	0	0	0	0	0	0	0
"ES0171996095"	"EUR"	0	0	0	0	0	0	0	0
"BE0003765790"	"EUR"	0	0	0	0	0	0	0	0
"ES0105223004"	"EUR"	0	0	0	0	0	0	0	0
"ES0116920333"	"EUR"	0	0	0	0	0	0	0	0
"ES0134950F36"	"EUR"	0	0	0	0	0	0	0	0
"ES0144580Y14"	"EUR"	0	23	0	713	0	1254000	0	0
"IE0008471009"	"EUR"	23	23	115000	115000	3555326	3593739	3564500	0
"ES0105130001"	"EUR"	0	0	0	0	0	0	0	0
"FR0010468983"	"EUR"	23	23	156400	156400	2626391	2667586	2640000	0
"FR0000053381"	"EUR"	0	0	0	0	0	0	0	0
"DE000A1TNUT7"	"EUR"	0	0	0	0	0	0	0	0
"GB0004544929"	"GBX"	1265	1270	218595	243786	181435138	187708124	185300000	0
"BE0974260896"	"EUR"	0	0	0	0	0	0	0	0
"PTIPR0AM0000"	"EUR"	0	0	0	0	0	0	0	0
"IE00B5BMR087"	"EUR"	48	48	14400	14400	37434500	37481833	37510000	0
"IE00B5BMR087"	"GBX"	7	14	210	420	3221657142	3228014285	3227100000	0
"ES0118594417"	"EUR"	0	0	0	0	0	0	0	0
"IT0003121677"	"EUR"	0	0	0	0	0	0	0	0
"GB0005774855"	"GBX"	137	101	79503	36867	56380562	57506119	57300000	0
"SE0010323311"	"SEK"	0	0	0	0	0	0	0	0
"ES0177542018"	"EUR"	0	0	0	0	0	0	0	0
"FR0000035164"	"EUR"	0	0	0	0	0	0	0	0
"NO0010633951"	"NOK"	0	0	0	0	0	0	0	0
"SE0010468116"	"SEK"	0	0	0	0	0	0	0	0
"DE000A0JK2A8"	"EUR"	0	0	0	0	0	0	0	0
"IT0004056880"	"EUR"	0	0	0	0	0	0	0	0
"ES0109260531"	"EUR"	0	0	0	0	0	0	0	0
"SE0007158910"	"SEK"	0	0	0	0	0	0	0	0
"DE000A0DNAY5"	"EUR"	0	0	0	0	0	0	0	0
"IT0001207098"	"EUR"	0	0	0	0	0	0	0	0
"LI0315487269"	"CHF"	77	103	4136	5321	8853230	9019759	8900000	0
"LU0274211480"	"EUR"	20	20	65260	61727	12168097	12295957	12198000	0
"LU1834983477"	"EUR"	0	0	0	0	0	0	0	0
"GB00B5N0P849"	"GBX"	81	95	401302	170585	15127569	15504533	15635000	0
"GB00BZ4BQC70"	"GBX"	606	594	75682	92492	189833104	206172133	191650000	0
"BMG359472021"	"NOK"	0	0	0	0	0	0	0	0
"DE000KBX1006"	"EUR"	0	0	0	0	0	0	0	0
"GB00BGBN7C04"	"GBX"	76	127	110796	160201	23903484	25932471	24470000	0
"IT0005366767"	"EUR"	0	0	0	0	0	0	0	0
"GB00BG0TPX62"	"GBX"	44	67	225061	241239	5669755	5816780	5690000	0
"GB0006640972"	"GBX"	73	136	6928	12100	232717956	236719793	237500000	0
"FI0009000202"	"EUR"	0	0	0	0	0	0	0	0
"SE0010520254"	"SEK"	0	0	0	0	0	0	0	0
"ES0162600003"	"EUR"	0	0	0	0	0	0	0	0
"GB0033195214"	"GBX"	1036	1042	1353986	1329356	24472980	24706473	24670000	0
"NO0010861990"	"NOK"	0	0	0	0	0	0	0	0
"FI0009005870"	"EUR"	0	0	0	0	0	0	0	0
"NL0013654783"	"EUR"	0	0	0	0	0	0	0	0
"IE0000527006"	"EUR"	0	0	0	0	0	0	0	0
"NL0000009827"	"EUR"	0	0	0	0	0	0	0	0
"NL0000009082"	"EUR"	0	0	0	0	0	0	0	0
"NL0000009538"	"EUR"	0	0	0	0	0	0	0	0
"IE0001827041"	"EUR"	0	0	0	0	0	0	0	0
"IE0004906560"	"EUR"	0	0	0	0	0	0	0	0
"NL0009432491"	"EUR"	0	0	0	0	0	0	0	0
"IE00BYTBXV33"	"EUR"	0	0	0	0	0	0	0	0
"IE00B1RR8406"	"EUR"	0	0	0	0	0	0	0	0
"IE0004927939"	"EUR"	0	0	0	0	0	0	0	0
"IE00BD1RP616"	"EUR"	0	0	0	0	0	0	0	0
"IE00BF0L3536"	"EUR"	0	0	0	0	0	0	0	0
"IE0000669501"	"EUR"	0	0	0	0	0	0	0	0
"CH0025238863"	"CHF"	247	202	11258	12641	22462311	23715341	22770000	0
"IE00BWT6H894"	"EUR"	0	0	0	0	0	0	0	0
"IE00BJMZDW83"	"EUR"	0	0	0	0	0	0	0	0
"IE00BWY4ZF18"	"EUR"	0	0	0	0	0	0	0	0
"IE00BJ34P519"	"EUR"	0	0	0	0	0	0	0	0
"IE00BD6JX574"	"EUR"	0	0	0	0	0	0	0	0
"IE00BLP58571"	"EUR"	0	0	0	0	0	0	0	0
"IE00B1WV4493"	"EUR"	0	0	0	0	0	0	0	0
"IE00BF2NR112"	"EUR"	0	0	0	0	0	0	0	0
"IE0003290289"	"EUR"	0	0	0	0	0	0	0	0
"IE00BVGC3741"	"EUR"	0	0	0	0	0	0	0	0
"GB00BYW0PQ60"	"GBX"	1159	1079	415329	387230	64959325	65698539	65480000	0
"IE00BWB8X525"	"EUR"	0	0	0	0	0	0	0	0
"DE0005470405"	"EUR"	0	0	0	0	0	0	0	0
"IE00BD64C665"	"EUR"	0	0	0	0	0	0	0	0
"IE00B66B5T26"	"EUR"	0	0	0	0	0	0	0	0
"IE00BDC5DG00"	"EUR"	0	0	0	0	0	0	0	0
"GB0005603997"	"GBX"	1120	1011	1630191	1351561	24093755	24618072	24410000	0
"FR0010307819"	"EUR"	0	0	0	0	0	0	0	0
"GB00BYYN4225"	"EUR"	0	0	0	0	0	0	0	0
"IE00BF0MZF04"	"EUR"	0	0	0	0	0	0	0	0
"GB0031477770"	"EUR"	0	0	0	0	0	0	0	0
"IE00B4XVDC01"	"EUR"	0	0	0	0	0	0	0	0
"FR0010429068"	"EUR"	0	0	0	0	0	0	0	0
"FR0010342592"	"EUR"	25	9	500	180	47275600	48066666	47300000	0
"LU0252634307"	"EUR"	19	20	46389	22000	8807604	8905600	8847000	0
"FR0010468983"	"EUR"	23	23	156400	156400	2633195	2663608	2647000	0
"FR0010261198"	"EUR"	3	13	204	884	14078000	14196000	14101000	0
"FR0007054358"	"EUR"	23	23	117300	117300	3501869	3551978	3512000	0
"GB0008706128"	"GBX"	1615	1586	7922390	13352190	4256195	4505371	4307000	0
"LU1834988278"	"EUR"	5	1	990	198	4957660	5016000	4963400	0
"GB00B0SWJX34"	"GBX"	1322	1021	60114	42465	760127723	784763329	772600000	0
"NL0009272749"	"EUR"	0	0	0	0	0	0	0	0
"CH0013841017"	"CHF"	763	723	11336	9833	52361928	53821781	52880000	0
"FR0010929125"	"EUR"	0	0	0	0	0	0	0	0
"IT0003497168"	"EUR"	0	0	0	0	0	0	0	0
"FR0012882389"	"EUR"	0	0	0	0	0	0	0	0
"FR0013006558"	"EUR"	0	0	0	0	0	0	0	0
"FR0013199916"	"EUR"	0	0	0	0	0	0	0	0
"SE0000108656"	"SEK"	23	0	322	0	6500000	0	6500000	0
"ES0178430E18"	"EUR"	69	0	1955	0	368505	0	376000	0
"FR0013357621"	"EUR"	0	0	0	0	0	0	0	0
"FR0014003U94"	"EUR"	0	0	0	0	0	0	0	0
"BE0003826436"	"EUR"	0	0	0	0	0	0	0	0
"NO0010063308"	"NOK"	23	0	1380	0	12700000	0	12700000	0
"NL0014559478"	"EUR"	0	0	0	0	0	0	0	0
"SE0000667925"	"EUR"	0	0	0	0	0	0	0	0
"SE0000667925"	"SEK"	0	0	0	0	0	0	0	0
"LU0156801721"	"EUR"	0	0	0	0	0	0	0	0
"CA00829Q1019"	"SEK"	0	0	0	0	0	0	0	0
"IT0003242622"	"EUR"	0	0	0	0	0	0	0	0
"CA5503711080"	"SEK"	0	0	0	0	0	0	0	0
"SE0000120784"	"SEK"	0	0	0	0	0	0	0	0
"SE0000233934"	"SEK"	0	0	0	0	0	0	0	0
"NO0003078800"	"NOK"	0	0	0	0	0	0	0	0
"SE0000356008"	"SEK"	0	0	0	0	0	0	0	0
"SE0000366098"	"SEK"	0	0	0	0	0	0	0	0
"SE0000421273"	"SEK"	0	0	0	0	0	0	0	0
"SE0000426546"	"SEK"	0	0	0	0	0	0	0	0
"SE0000683484"	"SEK"	0	0	0	0	0	0	0	0
"DE0007500001"	"EUR"	0	0	0	0	0	0	0	0
"SE0001161654"	"SEK"	0	0	0	0	0	0	0	0
"FI0009000277"	"EUR"	0	0	0	0	0	0	0	0
"SE0001200015"	"SEK"	0	0	0	0	0	0	0	0
"SE0001664707"	"SEK"	0	0	0	0	0	0	0	0
"FR0000060618"	"EUR"	0	0	0	0	0	0	0	0
"IT0004965148"	"EUR"	0	0	0	0	0	0	0	0
"SE0001852419"	"SEK"	0	0	0	0	0	0	0	0
"DK0060634707"	"DKK"	0	0	0	0	0	0	0	0
"NL0010545661"	"EUR"	0	0	0	0	0	0	0	0
"SE0002190926"	"SEK"	0	0	0	0	0	0	0	0
"SE0007665823"	"SEK"	0	0	0	0	0	0	0	0
"BE0974268972"	"EUR"	0	0	0	0	0	0	0	0
"SE0003849223"	"SEK"	0	0	0	0	0	0	0	0
"IT0005282865"	"EUR"	0	0	0	0	0	0	0	0
"NO0010716582"	"NOK"	0	0	0	0	0	0	0	0
"IT0003007728"	"EUR"	0	0	0	0	0	0	0	0
"SE0003950864"	"SEK"	0	0	0	0	0	0	0	0
"IT0003128367"	"EUR"	0	0	0	0	0	0	0	0
"CH0244767585"	"CHF"	758	868	366250	442740	1539458	1576251	1552500	0
"DE0007042301"	"EUR"	0	0	0	0	0	0	0	0
"BMG173841013"	"NOK"	0	0	0	0	0	0	0	0
"SE0004977692"	"SEK"	0	0	0	0	0	0	0	0
"FI0009007694"	"EUR"	0	0	0	0	0	0	0	0
"DE000TUAG000"	"GBX"	155	150	438893	439957	13103949	13502938	13820000	0
"DK0060477503"	"DKK"	0	0	0	0	0	0	0	0
"SE0005468717"	"SEK"	0	0	0	0	0	0	0	0
"SE0000112385"	"SEK"	0	0	0	0	0	0	0	0
"GB00BRS65X63"	"GBX"	101	94	120617	112205	30682562	31003373	31260000	0
"SE0006342333"	"SEK"	0	0	0	0	0	0	0	0
"IT0003865570"	"EUR"	0	0	0	0	0	0	0	0
"FI4000074984"	"EUR"	0	0	0	0	0	0	0	0
"SE0007048020"	"SEK"	0	0	0	0	0	0	0	0
"DE0007235301"	"EUR"	0	0	0	0	0	0	0	0
"NL0010773842"	"EUR"	0	0	0	0	0	0	0	0
"FR0000120271"	"EUR"	0	92	0	10856	0	5304237	0	0
"DK0060495240"	"DKK"	23	0	391	0	40000000	0	40000000	0
"BMG396372051"	"NOK"	0	0	0	0	0	0	0	0
"SE0007075056"	"SEK"	0	0	0	0	0	0	0	0
"DE0007231326"	"EUR"	0	0	0	0	0	0	0	0
"SE0001174970"	"SEK"	0	0	0	0	0	0	0	0
"SE0007100607"	"SEK"	0	0	0	0	0	0	0	0
"SE0007692850"	"SEK"	0	0	0	0	0	0	0	0
"SE0007871363"	"SEK"	0	0	0	0	0	0	0	0
"SE0007897079"	"SEK"	0	0	0	0	0	0	0	0
"BE0003555639"	"EUR"	0	0	0	0	0	0	0	0
"GB00B61TVQ02"	"GBX"	171	160	77050	79283	68821387	69213263	69600000	0
"SE0008040653"	"SEK"	0	0	0	0	0	0	0	0
"SE0008321921"	"SEK"	0	0	0	0	0	0	0	0
"SE0009143662"	"SEK"	0	0	0	0	0	0	0	0
"DE000A0JL9W6"	"EUR"	0	0	0	0	0	0	0	0
"CH0023405456"	"CHF"	141	186	21599	25921	3095947	3286494	3220000	0
"SE0009161052"	"SEK"	0	0	0	0	0	0	0	0
"NL0000302636"	"EUR"	0	0	0	0	0	0	0	0
"AT0000A18XM4"	"CHF"	88	113	51149	48044	776246	797522	798200	0
"SE0009216278"	"SEK"	0	0	0	0	0	0	0	0
"IE00B3XXRP09"	"USD"	130	67	88545	70434	7068773	7360453	7230000	0
"DE000A1ML7J1"	"EUR"	23	16	5543	112	2200000	3995000	2200000	0
"SE0009922156"	"SEK"	0	0	0	0	0	0	0	0
"LU0490618542"	"USD"	34	31	46939	47111	7297688	7321448	7320000	0
"ES0105066007"	"EUR"	0	0	0	0	0	0	0	0
"GB0001500809"	"GBX"	49	128	314743	1228781	4461557	4662033	4534000	0
"DE0007856023"	"EUR"	23	0	575	0	700000	0	700000	0
"ES0184262212"	"EUR"	0	0	0	0	0	0	0	0
"SE0011090547"	"SEK"	0	0	0	0	0	0	0	0
"IT0005239360"	"EUR"	0	0	0	0	0	0	0	0
"SE0012729366"	"SEK"	0	0	0	0	0	0	0	0
"SE0013512506"	"SEK"	0	0	0	0	0	0	0	0
"SE0016844831"	"SEK"	0	0	0	0	0	0	0	0
"SE0017131329"	"SEK"	0	0	0	0	0	0	0	0
"SE0017161458"	"SEK"	0	0	0	0	0	0	0	0
"SE0017483506"	"SEK"	0	0	0	0	0	0	0	0
"CH0014420878"	"CHF"	0	0	0	0	0	0	0	0
"NL0010733960"	"CHF"	58	66	21568	8339	3000424	3088092	3050000	0
"AT000000STR1"	"EUR"	0	0	0	0	0	0	0	0
"AT0000741053"	"EUR"	0	0	0	0	0	0	0	0
"AT0000758305"	"EUR"	0	0	0	0	0	0	0	0
"AT0000785555"	"EUR"	0	0	0	0	0	0	0	0
"IE00B66F4759"	"EUR"	6	2	660	220	8681166	8693000	8686000	0
"FR0013176526"	"EUR"	0	0	0	0	0	0	0	0
"GG00B1YQ7219"	"USD"	76	121	19156	24677	2223105	2293831	2260000	0
"GG00B28C2R28"	"EUR"	9	22	6750	10796	1185000	1201991	1185000	0
